paragraph_index,original_iast,run_count
476,"tatreti puruṣasya vyāvahārikasya vyutpannasyāpi bhramādi-doṣa-grastatvāt tādṛk-pāramārthaika-vastu-sparśānarhatvāc catat-pratyakṣādīni ca sadoṣāṇīti yojyam | bhramaḥ pramādo vipralipsā karaṇāpaṭavaṁ ceti jīve catvāro doṣāḥ | teṣv atasmiṁs tad-buddhir bhramaḥ | yena sthāṇau puruṣa-buddhiḥ | anavadhānatānya-cittatā-lakṣaṇaḥ pramādaḥ | yenāntike gīyamānaṁ gānaṁ na gṛhyate | vañcanecchā vipralipsā | yayā’śiṣye sva-jñāto’py artho na prakāśyate | indriyam āndyaṁ karaṇāpaṭavam | yena datta-manasāpi yathāvat vastu na paricīyate | ete pramātṛ-jīva-doṣāḥ | parmāṇeṣu sañcaranti | teṣu bhramādi-trayaṁ pratyakṣe, tan-mūlake’numāne ca | vipralipsā tu śabda iti bodhyam | pratyakṣādīny aṣṭau bhavanti pramāṇāni | tatrārtha-sannikṛṣṭaṁ cakṣurādīndriyaṁ pratyakṣam | anumiti-karaṇam anumānaṁ [tarka-saṅgraha] agnyādi-jñānam anumitiḥ, tat-karaṇaṁ dhūmādi-jñānam | āpta-vākyaṁ śabdaḥ [ibid.] | upamiti-karaṇam upamānaṁ [ibid.] go-sadṛśo gavaya ity ādau | saṁjñāsaṁjñi-sambandha-jñānam upamitiḥ [ibid.] tat-karaṇaṁ sādṛśya-jñānam |",9
480,"rādhamohana-gosvāmī : atheti pramāṇaṁ vinirṇīyata ity anenāsyānvayaḥ | kim-arthaṁ pramāṇa-vinirṇayaḥ ? ity ata āha—evaṁ sūcitānām iti | tatra śrī-bhāgavata-sandarbhaṁ vacmīty anena śrī-kṛṣṇa-svarūpa-tad-bhajanayor abhidheyatvam | tayor vācya-vācakatā-lakṣaṇa-sambandhaś ca sūcitaḥ | “prema dadyād bhajadbhyaḥ” ity anena bhajanasya vidheyatvam, premnaḥ phalatvaṁ sūcitam | śrī-kṛṣṇeti tad-bhajanopalakṣaṇam | tena kṛṣṇa-tad-bhajanayor vācyatā, granthasya vācakateti paraspara-sambandho darśitaḥ | śrī-kṛṣṇa-sambandha-kathanāt tasyābhidheyatā-lābhaḥ | bhajanasya vidheyatayābhidheyatvam iti viśeṣāya svātantryeṇa tat-kīrtanam | vidheya-paryāyābhidheyety asya vidheya-lakṣaṇābhidheyety arthaḥ | ",2
490,tatas tāni na pramāṇānīty anādi-siddha-sarva-puruṣa-paramparāsu sarva-laukikālaukika-jñāna-nidānatvādaprākṛta-vacana-lakṣaṇo veda evāsmākaṁ sarvātīta-sarvāśraya-sarvācintyāścarya-svabhāvaṁ vastu-vividiṣatāṁ pramāṇam ||10||,3
492,"sarva-saṁvādinī : athaivaṁ śabdasya pramāṇatve paryavasite ko’sau śabda iti vivecanīyam | tatra “bhramādi-rahitaṁ vacaḥ śabdaḥ” ity anenaiva paryāptir na syāt | yathā sva-mati-gṛhīte pakṣe bhramādi-rahito’yam ayam eveti pratisvaṁ mata-bhede nirṇayābhāvāpattes tathā tasyāpi śabdasya pratyakṣāvagamyatvena parānugatatvād aprāmāṇyāpatteḥ | tasmād yo [śabdaḥ] nija-nija-vidvattāyai sarvair evābhyasyate, yasyādhigamena sarveṣām api sarvaiva vidvattā bhavati, yat kṛtayaiva parama-vidvattayā pratyakṣādikam api śuddhaṁ syāt, yaś cānāditvāt svayam eva siddhaḥ, sa eva nikhilaitihya-mūla-rūpo mahā-vākya-samudayaḥ śabdo’tra gṛhyate | sa ca śāstram eva | tac ca veda eva | ya evānādi-siddhaḥ sarva-kāraṇasya bhagavato’nādi-siddhaṁ punaḥ punaḥ sṛṣṭy-ādau tasmād evāvirbhūtam apauruṣeyaṁ vākyam | tad eva bhramādi-rahitaṁ sambhāvitam | tac ca sarva-janakasya tasya ca sa-doṣa-deśāyāvaśyakaṁ mantavyam | tad eva cāvyabhicāri pramāṇam | tac ca tat-kṛpayā ko’pi ko’pi gṛhṇāti | kutarka-karkaśā mūḍhā vā tan na gṛhṇantu nāma, teṣām apramā-padaṁ katham apayātu ? na ceśvara-vihita-vaidyakādi-śāstram amatam | pramāṇābhāvād itaravad yātīti cen, na | pareṣāṁ tad-anugatatvād eva śāstratva-vyavahāraḥ | na ca buddhasyāpīśvaratve sati tad-vākyaṁ ca pramāṇaṁ syād iti vācyam | yena śāstreṇa tasya īśvaratvaṁ manyāmahe, tenaiva tasya daitya-mohana-śāstra-kāritvenoktatvāt |",4
494,"atra [vedasya prāmāṇya-viṣaye] vācaspatiś caivam āha [śaṅkara-bhāṣya-bhāmatī-ṭīkāyām upodghāte]—“na ca jyeṣṭha-[agrajāta]-pramāṇa-pratyakṣa-virodhād āmnāyasyaiva tad-apekṣasyāprāmānyam upacaritārthatvaṁ veti yuktam | asyāpauruṣeyatayā niransta-samsanta-doṣāśaṅkasya bodhakatayā ca svataḥ-siddha-pramāṇa-bhāvasya sva-kārya-pramitau parānapekṣatvāt | pramitāv anapekṣatve’py utpattau pratyakṣāpekṣatvāt | tad-virodhād anutpatti-lakṣaṇam asyāprāmāṇyam iti cet, na | utpādakāpratidvandvitvāt | na hy āgama-jñānaṁ sāṁvyavahārikaṁ pratyakṣasya prāmāṇyam upahanti, yena kāraṇābhāvān na bhavet, api tu tāttvikam | na ca tat tasyotpādakam atāttvika-pramāṇa-bhāvebhyo’pi sāṁvyavahārikebhyaḥ [pramāṇebhyaḥ] tattva-jñānotpatti-darśanāt | yathā varṇe hrasva-dīrghatvādayo’nya-dharmā api samāropitās tattva-pratipatti-hetavaḥ | na hi laukikā nāga iti vā, nagaḥ iti vā padāt kuñjaraṁ vā taruṁ vā pratipadyamānā bhavanti bhrāntāḥ | na cāmanya-paraṁ vākyaṁ svārthe upacaritārthaṁ kartuṁ yuktam | uktaṁ hi—na vidhau paraḥ śabdārthaḥ [pū.mī. 1.2.19, śaṅkara-bhāṣye] iti | jyeṣṭhatvaṁ [agra-jātatvaṁ] cānapekṣitasya bādhyatve hetur na tu bādhakatve, rajata-jñānasya jyāyasaḥ śukti-jñānena kanīyasā bādhaka-darśanāt | tad-anapavādhane yad apabādhātmanas tasyotpatter anupapattiḥ | darśitaṁ ca tāttvika-pramāṇa-bhāvasyānapekṣitatvam | tathā ca pāramarśaṁ sūtraṁ—pūrvaṁ daurbalyaṁ prakṛtivat [pū.mī. 6.5.54] iti | tathā—",10
497,	anyonya-nirapekṣāṇāṁ yatra janma dhiyāṁ bhavet || [ta.vā. 3.3.2] iti ||,4
501,nanv arvāg-jana-saṁvādādi-darśanāt kathaṁ tasyānāditvādi ? ucyate—ata eva ca nityatvaṁ [ve.sū. 1.3.29] ity atra sūtre śāṅkara-śārīraka-bhāṣya-pramāṇitāyāṁ śrutau śrūyate—yajñena vācaḥ padavīyam āyan tām anvavindy ṛṣiṣu praviṣṭāṁ [ṛ.ve. 10.71.3] iti | smṛtau ca—,5
504,lebhire tapasā pūrvam anujñātāḥ svayambhuvā || [ma.bhā. 12.203.17] iti |,2
506,"tasmān nitya-siddhasyaiva veda-śabdasya tatra tatra praveśa eva, na tu tat-kartṛkatā | tathā cānādi-siddha-vedānurūpaiva pratikalpaṁ tat-tan-nāmādi-pravṛttiḥ | tathā hi—samāna-nāma-rūpatvāc cāvṛttāv apy avirodho darśanāt smṛteś ca [ve.sū. 1.3.30] ity atra tattva-vāda-bhāṣya-kṛdbhiḥ śrī-madhvācāryair udāhṛtā śrutiḥ | sūryācandramasau dhātā yathā-pūrvam akalpayat [ṛ.ve. 10.190],",5
509,tasmān nānīdṛśaṁ kvāpi viśvam etad bhaviṣyati || iti |,2
515,veda-śabdebhya evādau nirmame sa maheśvaraḥ || [ma.bhā. 12.217.49],2
517,"atra śabda-pūrvaka-sṛṣṭi-prakrame śrutiś cādvaita-śārīraka-bhāṣye darśitā—etā iti vai prajāpatir devānusṛjata, asṛgrān iti manuṣyān indava iti pitṝn [chā.brā. 1.3.28] ity-ādikā | tathā sa bhūr iti vyāharat sa bhūmim asṛjata[tai.brā. 2.2.4.2] ity-ādikā ca | tathā śrī-rāmānuja-śārīrake (1.3.27) darśitā ca—vedena nāma-rūpe vyākarot satāsatī prajāpatiḥ iti | ata evautpattike śabdasyārthena sambandhe samāśrite nirapekṣam eva vedasya prāmāṇyaṁ matam | śabda iti cen nātaḥ prabhavāt pratyakṣānumānābhyām ity atra saṁvādādi-rūpa-prakriyā tu śrotṛ-bodha-saukarya-karīti sāmañjasyam eva bhajate | tasmād vedākhyaṁ śāstraṁ pramāṇaṁ tat-tal-lakṣaṇa-hīnatvāt tad-viruddhatvāc cāvaidika tu śāstraṁ na pramāṇam ||10||",7
519,"baladevaḥ : tatas tāni na pramāṇānīti | tato bhramādi-doṣa-yogāt | tāni pratyakṣādīni paramārtha-pramā-karaṇāni na bhavanti | māyā-muṇḍāvaloke tasyaivedaṁ muṇḍam ity atra pratyakṣaṁ vyabhicāri | vṛṣṭyā tat-kāla-nirvāpita-vahnau ciraṁ dhūma-prodgāriṇi girau vahminān dhūmāt ity anumānaṁ ca vyabhicāri dṛṣṭam | āpta-vākyaṁ ca tathā, ekenāptena muninā samarthitasyārthasyāpareṇa tādṛśena dūṣitatvāt | ata uktaṁ nāsav ṛṣir yasya mataṁ na bhinnam iti | ",4
524,trayaṁ suviditaṁ kāryaṁ dharma-śuddhim abhīpsatā || [manu. 12.105] iti |,2
526,evam asmad-vṛddhāś ca | sarva-paramparāsu brahmotpanneṣu deva-mānavādiṣu sarveṣu vaṁśeṣu | paramparā parīpāṭyāṁ santāne’pi vadhe kvacititi viśvaḥ | laukika-jñānaṁ karma-vidyā | alaukika-jñānaṁ brahma-vidyā | aprākṛteti vācā virūpa nityayā iti mantra-varṇanāt [ṛ.ve. 8.75.6] | ,6
533,"rādhā-mohana-gosvāmī : tataḥ puruṣa-pratyakṣādeḥ sa-doṣatvāt | tāni puruṣa-pratyakṣādīni, na pramāṇāni, neśvara-tad-bhajanayor yāthārthyena sādhana-samarthāni | atraiva hetv-antaraṁ—sutarām acintyālaukika-vastu-sparśāyogyatvāc ceti | anumānasyeśvara-sādhanatva-sambhavepi śrī-kṛṣṇa-rūpa-tad-bhajana-sādhana-yogyatvam | ",2
535,"nanu veda evety eva-kārāsaṅgatiḥ ? vedārtha-viveke’numānāpekṣaṇāt | ātmā vā are draṣṭavyaḥ śrotavyo nididhyāsitavyaḥ [bṛ.ā.u. 2.4.5] ity-ādi-śruteḥ | evaṁ mukhyānām eṣāṁ sadoṣatvāt tad-upajīvinām upamānādīnāṁ tathātvaṁ susiddham eva | ātmā vai ātmaiva, “draṣṭavyaḥ” sākṣāt-kartavyaḥ | katham ? ity apekṣāyām āha—“śrotavya” ity-ādi-trayam | tatra śravaṇaṁ vedetihāsa-purāṇādibhyaḥ kāryam | śrotavyaḥ śruti-vākyebhyaḥ iti śravaṇāt | bahu-vacanaṁ—gaṇārtham | tena purāṇādi-parigrahaḥ | vedārtha-pratītāv api tatrārthānara-paratva-sambhāvanayāprāmāṇya-śaṅkā | tasyā sambhavenāha—“mantavyaḥ” iti | mananaṁ bahubhir hetubhir anumānam | mantavyaś copapattibhiḥ iti śravaṇāt | ",7
537,"tathā ca tarkānugṛhītena mananena vedād avagatam arthaṁ samyaktayāvadhārye punaḥ punar dhyāna-rūpa-nididhyāsanaṁ kāryam | tata ātma-sākṣātkāra iti paryavasitārthaḥ | ātma-padaṁ cātra parameśvara-param | tam eva viditvātimṛtyum eti nānyaḥ panthā vidyate’yanāya [] ity-ādi-śruty-eka-vākyatvāt | na ca, na vā are patyuḥ kāmāya patiḥ priyo bhavati, ātmanas tu kāmāya patiḥ priyo bhavati ity-ādi jīvātmānam upakramya ātmā vā are draṣṭavyaḥ [bṛ.ā.u. 2.4.5] ity uktatvād ātma-padaṁ jīvātma-param iti vācyam | na vā are patyuḥ kāmāya ity-ādinā svātmopādhika-paty-ādi-niṣṭha-priyatvākhyānena svātma-sukhasyaiva parama-prayojanatvam uktvā, paramātma-sukhasya sarvato’tiśayasya prāptaye sarvathā yatitavyam ity āśayena “ātmā draṣṭavyaḥ” ity upasaṁhārāt ||10||",9
543,"tac cānumataṁ—tarkāpratiṣṭhānāt [bra.sū. 2.1.11] ity ādau, acintyāḥ khalu ye bhāvā na tāṁs tarkeṇa yojayet [ma.bhā. 6.5.12] ity ādau, śāstra-yonitvāt [bra.sū. 1.1.3] ity ādau,śrutes tu śabda-mūlatvāt [bra.sū. 2.1.27] ity ādau | ",9
546,śreyas tv anupalabdhe’rthe sādhya-sādhanayor api || [bhā. 11.20.4] ity ādau ||11||,2
548,"sarva-saṁvādinī : yeṣāṁ veśvara-kalpanā nāsti, teṣām api śāstrasyātyarvāg-jana-kṛtatvena prasiddhatvād anādy avicchinna-veda-pralopana-bhūyiṣṭha-vṛttitvenānādi-siddha-varṇāśrama-lopi-cārityeṇa varṇaṁ ca taṁ taṁ nijānnādinā vilupyaiva sva-goṣṭhīṣu sampādanena cārvācīnatvenaivāvagatatvāt tat [śāstraṁ] kenāpy adhunaivotthāpitam ity eva sphuṭam āyāti |",2
550,"nanu vede'pi grāvāṇaḥ plavante, mṛd avravīd āpo'bruvan ity-ādi-darśanād anāptatvam iva [asatya-vaktṛtvam iva] pratīyate? ucyate—karma-viśeṣāṅgī-bhūtānāṁ grāvṇāṁ [karma-phala-dāne] vīrya-vardhanāya stutir iyam | sā ca śrī-rāma-kalpita-setu-bandhādau prasiddhatvena yathāvad eveti na doṣaḥ | tathā mṛd avravīd āpo'bruvan ity ādau tat-tad-abhimāni-devataiva vyapadiśyata iti jñeyam |",3
555,anumādyā na svatantrāḥ pramāṇa-padavīṁ yayuḥ || iti |,2
557,"tathaiva mataṁ brahma-sūtra-kāraiḥ—tarkāpratiṣṭhānāt [bra.sū. 2.1.11], śrutes tu śabda-mūlatvāt [bra.sū. 2.1.27] ity ādau | tathā ca śrutiḥ—naiṣā tarkeṇa matir āpaneyā proktā'nyenaiva sujñānāya preṣṭha [ka.u. 1.2.9], nīhāreṇa prāvṛtā jalpyāś ca [ṛk saṁ 10.82.7] ity ādyāḥ | jalpa-pravṛttās tārkikā iti śruti-padārthaḥ | ata eva varāha-purāṇe—",9
560,tasmān na sā śaktimatī vināgamam udīkṣitum || iti |,2
565,abhiyuktatarair anyair anyathaivopapādyate || [vā.pu. 1.34] iti |,4
571,"yat tu śrotavyo mantavya [bṛ.ā.u. 2.4.5] ity-ādiṣu mananaṁ nāma tarko'ṅgīkṛtaḥ, tatraivam uktaṁ yathā kūrma-purāṇe—",3
574,ity-ādyam ūhanaṁ tarkaḥ śuṣka-tarkaṁ ca varjayet || iti |,2
576,"athaivaṁ sarveṣāṁ veda-vakyānāṁ prāmāṇya eva sthite kecid evam āhuḥ—kārya evārthe vedasya prāmāṇyam, na siddhe tatraiva [kriyānvita-vede] śakti-tātparyayor avadhāritatvāt | tatra śaktir yathā—uttama-vṛddhena madhyama-vṛddham uddiśya gām ānaya [sā.da. 2.7] ity ukte taṁ gavānayana-pravṛttam upalabhya bālo'sya vacasaḥ sāsnādimat-piṇḍānayanam arthaḥ iti pratipadyate | anantaraṁ gāṁ cāraya, aśvam ānaya ity ādāv āvāpodvāpābhyāṁ [goścāraṇānayābhyām] go-śabdasya sāsnādimān arthaḥ, ānayana-śabdasya ca āharaṇam arthaḥ iti saṅketam avadhārayati | tataḥ prathamata eva kāryānvita eva pravṛttes tatraiva śakti-grahaḥ | tathā ca tātparyam api tatraiva bhavet |",3
586,tad evaṁ varṇa-rūpāṇām eva veda-śabdānāṁ nityatvam artha-pratyāyakatvaṁ cāṅgīkṛtam | tatra mukhyā-lakṣaṇā-guṇa-bhedena tridhā śabda-vṛttiḥ | mukhyāpi rūḍhi-yoga-bhedena dvidhā | rūḍhiḥ svarūpeṇa jātyā guṇena vā nirdeśārhe vastuni saṁjñā-saṁjñi-saṅketena pravartate | yathā—“ḍitthaḥ [kāṣṭha-mayo hastī] gauḥ śuklaḥ” | ,3
588,"lakṣaṇā tenaiva saṅketenābhihitārthasambandhinī | yathā “gaṅgāyāṁ ghoṣaḥ” | iyaṁ punas tridhā—ajahat-svārthā, jahat-svārthā, jahad-ajahat-svārthā ca | yathā [krameṇa] “śveto dhāvati”, “gaṅgāyāṁ ghoṣaḥ”, “so'yaṁ devadattaḥ” iti | śrī-rāmānujādibhis tv antyā na manyate, tat tu tad-grantheṣv evānveṣṭavyam | [so'yaṁ devadatta iti dṛṣṭānte] sa iti padena tat-kālānubhūta ucyate | ayam itīdānīm anubhūyamāna ucyate | atra dvayor anvaye virodha eva nāsti, kathaṁ lakṣaṇā syād iti saṁkṣepaḥ | ",2
590,gauṇī cābhihitārtha-lakṣita-guṇa-yukte tat-sadṛśe | yathā “siṁho devadattaḥ” | ,2
594,lakṣyamāṇa-guṇair yogād vṛtter iṣṭā tu gauṇatā || [ta.vā. 1.4.22] iti |,2
600,"athaitāś ca vṛttayaḥ pada-vākyatvam āpanneṣv eva śabdeṣu tat-tad-arthaṁ bodhayitum udayante | tasya padatvaṁ ca vibhakty-arthāliṅganena jāyate | tāni ca punar-vākyatām āpadya viśeṣārthaṁ bodhayanti—vākyaṁ syād yogyatākāṅkṣāsatti-yuktaḥ padoccayaḥ [sā.da. 2.1] | tatra, “yogyatā—padārthānāṁ paraspara-sambandhe bādhābhavaḥ | anyathā “vahninā siñcati” ity api vākyaṁ syāt” | prajāpatir ātmano vapām upākhidat [tai.sa. 2.5.1] ity ādau tu tad-vidhānām acintya-prabhāvatvād yogyatā'sty eva | ",5
611,"yatra tu vākyāntareṇaiva virodhaḥ syāt tatra balābalatvaṁ vivecanīyam | tac ca (1) śāstra-gatam, (2) vacana-gataṁ ca | (1) pūrvaṁ [śāstra-gataṁ] yathā, śruti-smṛti-virodhe tu śrutir eva balīyasī ity-ādi | uttaraṁ ca [vacana-gataṁ ca] yathā, śruti-liṅga-vākya-prakaraṇa-sthāna-samākhyānāṁ samavāye pāra-daurbalyam artha-viprakarṣāt [pū.mī.sū. 3.3.14] ity adi | niruktāni caitāni—",5
616,sthānaṁ kramo yoga-balaṁ samākhyā || iti |,2
620,"idaṁ pratipādyasyācintyatve eva yukti-dūratvaṁ vyākhyātam—acintyāḥ khalu ye bhāvā na tāṁs tarkeṇa yojayet [ma.bhā. 6.6.11, skande ca] ity-ādi-darśanena | cintyatve tu yuktir apy avakāśaṁ labhate, cel labhatām, na tatrāsmākam āgraha iti sarvathā vedasyaiva prāmāṇyam | tad uktaṁ śaṅkara-śārīrake'pi—“āgama-balena brahma-vādī kāraṇādi-svarūpaṁ nirūpayati, nāvaśyaṁ tasya [anumānasya] yathā-dṛṣṭaṁ sarvam abhyupagataṁ mantavyam” [bra.sū. 2.2.38] iti |",3
624,"baladevaḥ : nanu ko’yam āgraho veda evāsmākaṁ pramāṇam iti cet tatrāha—tac cānumatam iti | śrī-vyāsādyair iti śeṣaḥ | tad-vāyāny āha tarketyādīni sādhya-sādhanayor apīty antāni | tarketi brahma-sūtra-khaṇḍaḥ | tasyārthaḥ—paramārtha-nirṇayas tarkeṇa na bhavati puruṣa-buddhi-vaividhyena tasya naṣṭa-pratiṣṭhatvāt | evam āha śrutiḥ naiṣā tarkeṇa matir āpaneyā proktānyenaiva sujñānāya preṣṭha [ka.u. 1.2.9] iti | vyāpyāropeṇa vyāpakāropas tarkaḥ [sthitarka-saṅgraha], yady ayaṁ nirvahniḥ syāt tadā nirdhūmaḥ syāt ity evaṁ rūpaḥ | sa ca vyāpti-śaṅkāṁ nirasyann anumānāṅgaṁ bhaved atas tarkeṇānumānaṁ grāhyam iti | acintyāḥ ity udyama-parvaṇi dṛṣṭam | śāstreti brahma-sūtram | na ity ākṛṣyam | upāsyo harir anumānenopaniṣadā vā vedya iti sandehe mantavyaḥ [bṛ.ā.u. 4.5.6] iti śruter anumānena sa vedya iti prāpte nānumānena vedyo hariḥ | kutaḥ ? śāstram upaniṣad yonir vedana-hetur yasya tattvāt | aupaniṣadaṁ puruṣaṁ pṛcchāmi [bṛ.ā.u. 3.9.26] ity ādyā hi śrutiḥ | śrutes tu iti brahma-sūtraṁ [2.1.17] | na ity anuvartate | brahmaṇi loka-dṛṣṭāḥ śramādayo doṣā na syuḥ | kutaḥ | so’kāmayata bahu syāṁ prajāyeya [tai.u.2.6.1] iti saṅkalpa-mātreṇa nikhila-sṛṣṭi-śravaṇāt | nanu śrutir bādhitaṁ kathaṁ brūyād iti cet tatrāha śabdeti | avicintyārthasya śabdaika-pramāṇakatvāt | dṛṣṭaṁ caitan maṇi-mantrādau | pitṛ-deva ity uddhavoktir ekādaśe | he īśvara, tava vedaḥ pitrādīnāṁ śreyaḥ śreṣṭhaṁ cakṣuḥ | kvety āha anupalabdhe’rtha ity-ādi | tathā ca veda evāsmākaṁ pramāṇam iti mad-vākyaṁ sarva-sammatim iti nāpūrvaṁ mayoktam ||11||",16
626,"rādhā-mohana-gosvāmī : brahma-vid āpnoti param ity-ādi-śruteś ceti cen, na, veda-nirapekṣyasyānumānasya lokātīta-śrī-kṛṣṇa-tal-līlā-śravaṇādi bhajanāsādhanatvāt | tarkāpratiṣṭhānāt iti vedānta-sūtrasya śāstra-vinā-kṛtānumānasya vastv asādhakatvād ity arthaḥ | acintyāḥ—lokātītatayā durghaṭatvena pratīyamānāḥ | bhāvāḥ—īśvara-guṇa-līlādi-rūpāḥ śāstra-prasiddhāḥ | tarkeṇa—sva-mati-kalpitānumānena | yojayet—māyikatvādi-rūpeṇa kalpayed iti vacanārthaḥ śāstraṁ yoniḥ pramāṇam asyeti sūtrārthaḥ | yad vā, śāstrasya yoniḥ, kāraṇaṁ tattvāt | tathā ca śāstrasya parama-kāruṇika-yathārtha-sarvārtha-darśi-pratāraṇādi-doṣa-rahita-parameśvara-praṇītatvena śāstram eva garīyaḥ pramāṇam iti | ",2
637,"gaura-kiśora-gosvāmī : na kevalam asmābhiḥ vyasanitayā sarva-śreṣṭhatvena vedasya prāmāṇyaṁ vyavasthāpitam, api tu śrī-vyāsādibhiḥ tad api svīkṛtam | tad āhuḥ—tac cānumatam iti | yad uktaṁ tarkasyāpratiṣṭhitatvaṁ tad api śrī-vyāsa-kṛta-brahma-sūtre—tarkāpratiṣṭhānād apy anyathānumeyam iti ced evam apy avimokṣa-prasaṅgaḥity atra darśitam | tarkaḥ vyāpakābhāvatvena nirṇīte vyāpyārope;na vyāpakāropas tarkaḥ iti sārārthaḥ | aprākṛta-viṣaye tarkasyānavasaratva-samarthaka-pramāṇa-ślokam āha—acintyāḥ iti | ",8
640,prakṛtibhyaḥ paraṁ yat tu tad acintyasya lakṣaṇam || [ma.bhā. 6.6.11] iti |,2
642,"prakṛtibhyaḥ param, param aprākṛtaṁ māyātītam iti yāvat | tatraiva śrī-brahma-sūtre, śāstra-yonitvāt, śrutes tu śabda-mūlatvāt ity-ādi-sūtre sarvatra śāstrasyaiva sarvopari prāmāṇyaṁ sthāpitam | ato, “veda evāsmākaṁ pramāṇaṁ” (10) iti siddhāntaḥ sarva-vādi-sampratipannaḥ | “cintyatve tu yuktir apy avakāśaṁ labhate, cel labhatām, na tatrāsmākam āgraha iti sarvathā vedasyaiva prāmāṇyam” iti saṁvādinī |",3
650,"tatra ca veda-śabdasya samprati duṣpāratvād duradhigamārthatvāc ca tad-artha-nirṇāyakānāṁ munīnām api paraspara-virodhād veda-rūpo vedārtha-nirṇāyakaś cetihāsa-purāṇātmakaḥ śabda eva vicāraṇīyaḥ | tatra ca yo vā veda-śabdo nātma-viditaḥ so’pi tad-dṛṣṭyānumeya eveti samprati tasyaiva pramotpādakatvaṁ sthitam | tathā himahābhārate mānavīyeca—itihāsa-purāṇābhyāṁ vedaṁ samupabṛṁhayet [ma.bhā. 1.1.267] iti | pūraṇāt purāṇam iti cānyatra | na cāvedena vedasya bṛṁhaṇaṁ sambhavati, na hy aparipūrṇasya kanaka-valayasya trapuṇā pūraṇaṁ yujyate | ",7
652,"nanu, yadi veda-śabdaḥ purāṇam itihāsaṁ copādatte, tarhi purāṇam anyad anveṣaṇīyam ? yadi tu na, na tarhītihāsa-purāṇayor abhedo vedena ? ucyate—viśiṣṭaikārtha-pratipādaka-pada-kadambasyāpauruṣeyatvād abhede’pi svara-krama-bhedād bheda-nirdeśo’py upapadyate | ṛg-ādibhiḥ samam anayor apauruṣeyatvenābhedo mādhyandina-śrutāv eva vyajyate—evaṁ vā are’sya mahato bhūtasya niśvasitam etad yad ṛg-vedo yajur-vedaḥ sāma-vedo’tharvāṅgirasa itihāsaḥ purāṇaṁ [bṛ.ā.u. 2.4.10] ity-ādinā ||12||",5
654,sarva-saṁvādinī : athaivaṁ pramāṇa-nirṇaye sthite'pi punar āśaṅkyottara-pakṣaṁ darśayati—“tatra ca veda-śabdasya” iti | “samprati” kalau | apracarad-rūpatvena durmedhastvena ca “duṣpāratvāt” ||12||,2
656,"baladevaḥ : evaṁ ced ṛg-ādi-vedenāstu paramārtha-vicāraḥ, tatrāha—tatra ca veda-śabdasyeti | tarhi nyāyādi-śāstrair vedārtha-nirṇetṛbhiḥ so’stīti cet tatrāha—tad-artha-nirṇāyakānām iti | tasyaiveti itihāsa-purāṇātmakasya veda-rūpasyety arthaḥ | samupabṛṁhayed iti vedārthaṁ spaṣṭīkuryād ity arthaḥ | purāṇād iti vedārthasyeti bodhyam | trapuṇā sīsakena | purāṇetihāsayor veda-rūpatāyāṁ kaścic chaṅkate nanv ity-ādinā | tatra samādhatte ucyata ity-ādinā | nikhila-śakti-viśiṣṭa-bhagavad-rūpaikārtha-pratipādakaṁ yat padaka-damba-mṛgādi-purāṇāntaṁ tasyeti | ṛg-ādi-bhāge svara-kramo’sti itihāsa-purāṇa-bhāge tu sa nāstīty etad-aṁśena bhedaḥ | evaṁ vā iti maitreyīṁ patnīṁ prati yājñavalkya-vacanam | are maitreyi asyeśvarasya mahato vibhoḥ pūjyasya vā bhūtasya pūrva-siddhasya | sphuṭārtham anyat ||12||",2
658,"rādhā-mohana-gosvāmī : “duṣpāratvād” iti keṣāṁcid vedānām ucchannatvāt keṣāṁcit pracchannatvāc ca iti bhāvaḥ | “tad-artha-nirṇāyakāṇāṁ” vedānta-sūtrādi-kāriṇāṁ “munīnāṁ” vyāsa-kaṇādādīnām | “veda-rūpaḥ”—gauṇyā nirūḍha-lakṣaṇayā veda-śabda-pratipādyaḥ | “nātma-viditaḥ”, apracarad-rūpatvāt | “tad-dṛṣṭyā” itihāsa-purāṇa-dṛṣṭyā | “samupabṛṁhayet” iti vedayati vihita-niṣiddhaṁ para-tattva-svarūpaṁ ca jñāpayati iti vedaḥ, tam abhidheya-prakāśatayā pūrayet | itihāsa-purāṇayor veda-śāstrāntar-bhūtatvaṁ jānīyād iti yāvat | nāma-vyutpattyāpi veda-samupabṛṁhaṇam āha—“pūraṇād” iti, veda-pūraṇād ity arthaḥ | purāṇam iti hrasvaḥ saṁjñāyām | “bṛṁhaṇaṁ” pūraṇam | ",2
668,kāṁsyopadohanā kāṁsya-kroḍāḥ | vācakaḥ pūjito yena prasannās tasya devatāḥ | tathā—,3
682,pradarśayan rasān sarvān vācayed vācako nṛpa || iti |,2
