paragraph_index,original_iast,run_count
287,"atra akṣarārtha-niruktyā bhagavac-chabdasya parameśvara-vācakatvam āha—sambhartety ādinā | sambhartā poṣakaḥ, bhartā ādhāraḥ ity artha-dvayenānvitaḥ | netā karma-jñāna-phala-prāpakaḥ | netṛtvaṁ prayojya-gamana-garbham iti ga-kārārthaḥ | gamayitā pralaye kāryāṇāṁ kāraṇaṁ prati | sraṣṭā punar api teṣām udgamayitā sarga-karteti vā ga-kārārthaḥ |",2
291,jñāna-vairāgyayoś caiva ṣaṇṇāṁ bhaga itīṅganā || [vi.pu. 6.5.74],2
295,sa ca bhūteṣv aśeṣeṣu vakārārthas tato’vyayaḥ || [vi.pu. 6.5.75] iti |,2
298,parama-brahma-bhūtasya vāsudevasya nātyagaḥ || [vi.pu. 6.5.76] iti |,2
303,śabdo’yaṁ nopacāreṇa hy anyatra hy upacārataḥ || [vi.pu. 6.5.77] iti |,2
307,vetti vidyām avidyāṁ ca sa vācyo bhagavān iti || [vi.pu. 6.5.78] iti |,2
310,bhagavac-chabda-vācyāni vinā heyair guṇādibhiḥ || [vi.pu. 6.5.79] iti |,2
314,bhūteṣu ca sa sarvātmā vāsudevas tataḥ smṛtaḥ || [vi.pu. 6.5.80] iti |,2
315,atra vasanād vāsanāc ca vāsuḥ | sādhanāt sādhur itivat | dyotanād devaḥ | vāsuś cāsau devaś ceti vāsudevaḥ | tad uktaṁ mokṣa-dharme—vasanād dyotanāc caiva vāsudevaṁ tato viduḥ iti | janakādayo bhagavan-nāmālocana-niṣṭhayaiva brahma-jñānaṁ prāptā iti darśayann āha ṣaḍbhiḥ—,3
317,nāma-vyākhyām anantasya vāsudevasya tattvataḥ || [vi.pu. 6.5.81] spaṣṭam |,2
319,dhātā vidhātā jagatāṁ vāsudevas tataḥ prabhuḥ || [vi.pu. 6.5.82] iti |,2
324,tenāstṛtaṁ yad-bhuvanāntarāle || [vi.pu. 6.5.83] iti |,2
329,saṁsādhitāśeṣa-jagad-dhito yaḥ || [vi.pu. 6.5.84] iti |,2
338,samasta-śaktiḥ parameśvarākhyaḥ || [vi.pu. 6.5.85-86] iti |,2
343,taj-jñānam ajñānam ato’nyad uktam || [vi.pu. 6.5.87] iti |,2
345,"atraitad uktaṁ bhavati | sa evaṁ-bhūta aiśvaryādi-guṇa-yukto yena jñānena tad-eka-rūpam eva tattvam ity eva jñāyate | tad eva jñānam ity asya kiṁ vivakṣitaṁ ? kim atad-aṁśānāṁ tat-tad-guṇānāṁ parityāgena bheda-gandha-rahitaṁ taj jñāyate | kiṁ vācintya-jñāna-gocaratayaikam eva tattvaṁ guṇa-guṇi-rūpam itīttham evābhedaṁ taj jñāyate iti | ucyate—jñāna-śakti-balaiśvarya ity atra heya-guṇa-miśratā-niṣedhāt tathā, guṇāṁś doṣāṁś ca mune vyatītaḥ iti, samasta-kalyāṇa-guṇātmako hi iti guṇāntara-niṣedha-pūrvaka-tadātma-bhūta-guṇāntara-sthāpanena teṣāṁ svarūpa-rūpatā-pratipādāc ca te parityaktuṁ na śakyante | ata eva asta-doṣam ity evoktam, na tu asta-tad-guṇa-doṣam iti | tasmāt teṣām api yena yathāvasthitānām eva svarūpatvaṁ jñāyate, taj-jñānam ity eva tātparyam | ata eva bhagopalakṣaṇatvena kevalādvaya-svarūpam evocyate | iti ca pratyākhyātam, bhagavac-chabdena bhagavataś ca bhagasya ca vācyatva-svīkārāt, tad etad bhagavad-vācyaṁ svarūpaṁ paramātmanaḥ ity anena jñāna-śakti-balaiśvarya-vīrya-tejāṁsy aśeṣataḥ, bhagavac-chabda-vācyāni ity anena ca |",5
346,"evaṁ ca bhagasyāpi svarūpa-bhūtatvam eva vyaktam | tad-vyaktaye eva ca śuddha-svarūpa-nirūpaṇa eva, vibhuṁ sarva-gatam ity atra prabhutā-vācaka-viśeṣaṇaṁ dattam |",3
347,evam advaita-śārīraka-kṛtāpi—jñānaiśvarya-śakti-bala-tejāṁsi guṇā ātmānam evaite bhagavanto vāsudevāḥ iti pāñcarātrikaṁ matam utthāpitam | śruti-purāṇādibhiḥ ślāghite tasminn api sākṣāc-chrī-bhagavan-mate svarūpa-śakti-vṛtti-viśeṣāṇāṁ teṣāṁ guṇānāṁ guṇitaikya-vṛttau dūṣaṇaṁ tv advaita-vāda-sthāpanāgraheṇaiva kḷptam | tad-āgraheṇa—kāraṇasyātma-bhūtā śaktiḥ ity ātma-vacanaṁ nānusaṁhitam iti | śrī-bhagavad-upaniṣatsu ca—paraṁ bhāvam ajānanto mama bhūta-maheśvaram ity anena bhūtaṁ paramārtha-satyaṁ maheśvara-lakṣaṇam eva svasya paraṁ tattvam ināṁuttam | ata eva śrī-svāmibhir api tatra tatra tathā vyākhyātam | tathā ca pādmottara-khaṇḍe—,5
349,vartate nirupādhiś ca vāsudeve’khilātmani || iti |,2
350,"tasmād bhaga-viśiṣṭasyaiva bhagavato brahmavat para-vidyā-mātra-vyaṅgatvena sva-prakāśatvaṁ spaṣṭam eva | atra śruty-antaraṁ ca śrī-mādhva-bhāṣya-pramāṇitam atha dve vāva veditavye—parā aparā ca | tatra ye vedādyā yāny aṅgāni yānu upāṅgāni sāparā | atha parā—yayā sa harir veditavyo yo’sāv adṛśyo nirguṇaḥ paraḥ paramātma [ve.sū. 1.2.21 mādhva-bhāṣya-dhṛtam] iti | koṭaravya-śrutāv api teṣāṁ guṇānāṁ para-vidyā-mātra-vyaṅgyatvaṁ vyañjitam—adṛśyam avyavahāryam avyapadeśyaṁ sukhaṁ jñānam ojo balam iti, brahmaṇas tasmād brahmety ācakṣate [ve.sū. 3.2.33 mādhva-bhāṣya-dhṛtam] iti | anyatra ca—",9
352,nityānandāvyayaṁ pūrṇaṁ paraṁ jñānaṁ vidhīyate || iti |,2
355,avibhinnāpi svecchādi-bhedair api vibhāṣyate || iti |,2
358,śakti-śaktimatoś cāpi na bhedaḥ kaścid iṣyate || iti |,2
360,satyaḥ so’sya mahi mahimā gṛṇeśavo yajñeṣu vipra-rājye iti |,2
361,ato māyika-sarva-niṣedhāvadhi-svarūpam uktvā paścāt tasyaivaiśvaryādikam ucyate—eṣa sarveśvaraḥ [bṛ.ā.u. 4.4.22] ity ādi | ato guṇa-guṇinor nābheda-pakṣe’pi tad-eka-rūpam iti vacanaṁ guṇānām antaraṅgatvena guṇinā saha tulyatvāt tādātmyāpatteś ca saṅgacchata eva |,3
363,vedyaṁ vāstavam atra vastv ity asya viśeṣaṇābhyām eva ,2
364,śivadaṁ tāpa-trayonmūlanam [bhā.pu. 1.1.2] iti |,2
372,tasmai namo’nanta-guṇāya bhūmne || [bhā.pu. 6.4.31] ,2
378,ānanda-mātram avikāram ahaṁ prapadye || [bhā.pu. 4.9.16],2
384,namaḥ parasmai puruṣāya vedhase || [bhā.pu. 4.17.33],4
385,ṭīkā ca—anuruṇaddhy anuvartate karoti | dravyāṇi mahā-bhūtāni | kriyā indriyāṇi | kārakā devāḥ | cetanā buddhiḥ | ātmā’haṅkāraḥ | taiḥ sva-śakti-rūpaiḥ samunnaddhāḥ samutkaṭā niruddhāḥ śaktayo yasya ity eṣā ||,6
388,ātmeśvaro’tarkya-sahasra-śaktiḥ [bhā.pu. 3.33.3] iti |,2
389,spaṣṭam | uktaṁ cācintyatvaṁ śrutes tu śabda-mūlatvād [ve.sū. 2.1.27] ity ādau | ātmani caivaṁ vicitrāś ca hi [ve.sū. 2.1.28] ity-ādau ca || ,5
395,brahmaiva bhāti sad asac ca tayoḥ paraṁ yat || [bhā.pu. 11.3.37],3
398,"śakteḥ svābhāvika-rūpatvaṁ sa-pramāṇaṁ spaṣṭayati—ādau yad ekaṁ brahma tad eva sattvaṁ rajas tama iti tri-vṛt pradhānam | tataḥ kriyā-śaktyā sūtraṁ, jñāna-śaktyā mahān iti | tato’ham ahaṅkāra iti | tad eva ca jīvaṁ śuddha-svarūpaṁ jīvātmānaṁ tad-upalakṣaṇakaṁ vaikuṇṭhādi-vaibhavaṁ ca pravadanti vedāḥ | te ca—sad eva saumyedam agra āsīd [chā.u. 6.2.1] ity ādyāḥ |",4
399,"ādāv ekaṁ, tatas tat-tad-rūpam iti śakteḥ svābhāvikatvam āyātam, anyasyāsad-bhāvenaupādhikatvāyogāt | svarūpa-vaibhavasyāṅga-pratyaṅgavan nitya-siddhatve’pi, sūrya-sattayā tad-raśmi-paramāṇu-vṛndasyeva, tat-sattayā labdha-sattākatvāt tad-upādānakatvaṁ tad-ādikatvaṁ ca syāt, tasya bhāsā sarvam idaṁ vibhāti [ka.u. 2.2.15] iti śruteḥ |",3
402,kathaṁ sargādi-kartṛtvaṁ brahmaṇo’bhyupagamyate || [vi.pu. 1.3.1],2
406,bhavanti tapasāṁ śreṣṭha pāvakasya yathoṣṇatā || [vi.pu. 1.3.2],2
413,svābhāvikī jñāna-bala-kriyā ca || [śve.u. 6.8],2
415,māyinaṁ tu maheśvaram || [śve.u. 4.10] ity ādayaś ca |,2
416,"yady evaṁ yojanā—sarveṣāṁ bhāvānāṁ pāvakasyoṣṇatā-śaktivad acintya-jñāna-gocarāḥ śaktayaḥ santy eva | brahmaṇaḥ punas tāḥ svabhāva-bhūtāḥ svarūpād abhinnāḥ śaktayaḥ, parāsya śaktir vividhaiva śrūyate [śve.u. 6.8] iti śruteḥ |",5
417,"ato maṇi-mantrādibhir agny-auṣṇyavan na kenacid vihantuṁ śakyante | ata eva tasya niraṅkuśam aiśvaryam | tathā ca śrutiḥ—sa vā ayam asya sarvasya vaśī sarvasyeśānaḥ sarvasyādhipatiḥ [bṛ.ā.u. 4.4.22] ity ādiḥ | yata evaṁ ato brahmaṇo hetoḥ sargādyā bhavanti, nātra kācid anupapattiḥ ity eṣā | ",5
419,"tad evaṁ nirviśeṣatām avalambya praśne siddhe, parihāre tu prathama-yojanāyāṁ nirviśeṣa-pakṣam anādṛtya brahmaṇi kartṛtva-pratipatty-arthaṁ śaktayaḥ sādhitāḥ | dvitīya-yojanāyāṁ tatra ca viśeṣa-pratipatty-arthaṁ, yathā jalādiṣu kadācid uṣṇatādikam āgantukaṁ syāt, tathā brahmaṇi na syād iti nirdhāritam, na tat samaś cābhyadhikaś ca dṛśyate [śve.u. 6.8] iti śruteḥ | tathā maṇi-mantrādibhir iti vyatireka eva dṛṣṭānta ity ato brahma-śaktayas tu nānyena parābhūtā ity etac ca darśitam | ubhayatra ca svarūpa-śakti-prabhāva-mātreṇa  prākṛta-sattvādi-guṇa-pariṇāma-rūpa-sargādi-sādhakatvād āveśābhāvena tad-doṣasyālepaś ca darśitaḥ |",3
420,"kiṁ ca, brahma-padena sarvaṁ khalv idaṁ brahma [chā.u. 3.14.1] iti prasiddhiṁ vyajya, sattvādi-guṇamaya-māyāyās tad-ananyatve’pi, nirguṇasyeti prākṛta-guṇair aspṛṣṭatvam aṅgīkṛtya teṣāṁ bahiraṅgatvaṁ svīkṛtam | tad etad eva māyāṁ ca prakṛtiṁ vidyāt [śve.u. 4.10] ity eṣā śrutiḥ svīcakāra | māyāṁ ca tad-apāśrayām [bhā.pu. 1.7.4] itivan maheśvaratvān māyāyā bahiraṅgāyā āśraya iti tāṁ parābhūya sthitam iti ca labhyate | tasmāt pūrvavad atrāpi śakti-mātrasya svābhāvikatvaṁ māyā-doṣāspṛṣṭatvaṁ ca sādhitam | ",13
421,"ata eva nyāya-prayogaś cāyaṁ—brahma svābhāvika-śaktimad vastutvād agnivat, vyatireke śaśa-viṣāṇādivad iti | śrutau ca—",5
423,māyinaṁ tu maheśvaraṁ [śve.u. 4.10] iti |,2
427,svābhāvikī jñāna-bala-kriyā ca || [śve.u. 6.8] iti |,2
431,sarvataḥ pāṇi-pādaṁ tad [gītā 13.12-13] ity ādi |,2
434,parasya brahmaṇaḥ śaktis tathedam akhilaṁ jagat || [vi.pu. 1.22.56] iti ||,2
435,"yasya bhāsā sarvam idaṁ vibhāti [ka.u. 2.2.15] iti śruteḥ | atra vyāpakatvādinā tat-tat-samāveśādy-anupapattiś ca śakter acintyatvenaiva parāhatā | durghaṭatvaṁ hy acintyatvam | śaktiś ca tridhā—antaraṅgā, taṭasthā, bahiraṅgā ca | tatrāntaraṅgayā svarūpa-śakty-ākhyayā sūrya-tan-maṇḍala-sthānīya-pūrṇenaiva svarūpeṇa vaikuṇṭhādi-svarūpa-vaibhava-rūpeṇa ca tad avatiṣṭhate | taṭasthayā raśmi-sthānīya-cid-ekātma-śuddha-jīva-rūpeṇa, bahiraṅgayā māyākhyayā praticchavi-gata-varṇa-śāvalya-sthānīya-tadīya-bahiraṅga-vaibhava-jaḍātma-pradhāna-rūpeṇa ceti caturdhātvam | ata eva tad-ātmakatvena jīvasyaiva taṭastha-śaktitvam, pradhānasya ca māyāntarbhūtatvam abhipretya śakti-trayaṁ śrī-viṣṇu-purāṇe gaṇitam—",5
437,avidyā-karma-saṁjñānyā tṛtīyā śaktir iṣyate || [vi.pu. 6.7.61],2
439,sarva-bhūteṣu bhūpāla tāratamyena vartate || [vi.pu. 6.7.63] iti |,2
440,"avidyā-karma kāryaṁ yasyāḥ sā, tat-saṁjñā māyety arthaḥ | yadyapīyaṁ bahiraṅgā, tathāpy asyās taṭastha-śaktimayam api jīvam āvarituṁ sāmarthyam astīty āha—tayeti | tāratamyena tat-kṛtāvaraṇasya brahmādi-sthāvarānteṣu deheṣu laghu-guru-bhāvena vartate ity arthaḥ | tad uktam—yayā sammohito jīva [bhā.pu. 1.7.5] iti |*ata eva jīvasya raśmi-sthānīyatvān maṇḍala-vilakṣaṇatvaṁ māyā-vyavadhāna-tirodhāpanīya-vaibhavatvaṁ yuktam | tad-anantaraṁ coktaṁ tayā [māyayā] kṣetrajña-śaktiḥ sā tāratamyena vartata iti | yayaivācintya-māyayā cid-rūpatā-nirvikāratādi-guṇa-rahitasya pradhānasya jaḍatvam vikāritvaṁ ceti jñeyam |* pradhānasya māyā-vyaṅgatvaṁ cāgre darśayiṣyate | ",7
443,"tad evaṁ sarvābhir militvā cid-acic-chaktir bhagavān | evam eva parameśvaratvena stūyamānaṁ brahmāṇaṁ prati hiraṇyakaśipunāpy uktam—cid-acic-chakti-yuktāya [bhā.pu. 7.3.34] iti | cid-vastunaś cid-vastv-antarāśrayatvaṁ, raśmy-ābhāsādi-jyotiṣo jyotir-maṇḍalāśrayatvam iva | tatra taṭasthākhyā jīva-śaktir yathāvasaraṁ paramātma-sandarbhe vivaraṇīyā | ",8
444,"atha antaraṅgākhyā-vivaraṇāya bahiraṅgāpy uddiśyate, yataḥ parāparā ceti śrī-viṣṇu-purāṇe śrūyate—",5
448,jñāni-jñāna-paricchedyā vande tām īśvarīṁ parām || [vi.pu. 1.19.76-7] iti |,2
449,"saiṣā bahu-vṛttikaiva jñeyā, parāsya śaktir vividhaiva śrūyate [śve.u. 6.8] iti śruteḥ ||",3
454,yathābhāso yathā tamaḥ || [bhā.pu. 2.9.33],3
456,"tatra jīva-māyākhyasya prathamāṁśasya tādṛśatvaṁ dṛṣṭāntena spaṣṭayann asambhāvanāṁ nirasyati—yathābhāsa iti | ābhāso jyotir-bimbasya svīya-prakāśād vyavahita-pradeśe kathañcid ucchalita-praticchavi-viśeṣaḥ | sa yathā tasmād bahir eva pratīyate, na ca taṁ vinā tasya pratītiḥ, tathā sāpīty arthaḥ | anena praticchavi-paryāyābhāsa-dharmatvena tasyām ābhāsākhyatvam api dhvanitam | atas tat-kāryasyābhāsākhyatvaṁ kvacit ābhāsaś ca nirodhaś ca [bhā.pu. 2.10.7] ity ādau | ",7
457,"atra sa yathā kvacid atyantodbhaṭātmā sva-cākcikya-cchaṭāpatita-netrāṇāṁ netra-prakāśam āvṛṇoti | tam āvṛtya ca svenātyantodbhaṭa-tejastvenaiva draṣṭṛ-netraṁ vyākulayan, svopakaṇṭhe varṇa-śāvalyam udgirati | kadācit tad eva pṛthag-bhāvena nānākāratayā pariṇamayati | tatheyam api jīva-jñānam āvṛṇoti | sattvādi-guṇa-sāmya-rūpāṁ guṇa-māyākhyāṁ jaḍāṁ prakṛtim udgirati | kadācit pṛthag-bhūtān sattvādi-guṇān nānākāratayā pariṇamayati ceti jñeyam | tad uktam—eka-deśa-sthitasyāgneḥ [vi.pu. 1.22.56] ity ādi | ",3
458,"tathā ca, āyurveda-vidaḥ—",2
462,akarod viśvam akhilam anityaṁ nāṭakākṛtiḥ || [śā.saṁ. 5.48-49] iti ||,4
464,"athaivaṁ siddhaṁ jīva-māyākhyam, guṇa-māyākhyaṁ dvitīyam apy aṁśaṁ dṛṣṭāntena spaṣṭayati—yathā tama iti | tamaḥ-śabdenātra pūrvoktaṁ tamaḥ-prāyaṁ varṇa-śāvalyam ucyate | tad yathā tan-mūla-jyotiṣy asad api tad-āśrayatvaṁ vinā na sambhavati, tadvad iyam apīti | ",5
468,tamo moho mahā-mohas tāmisro hy andha-saṁjñitaḥ || [bhā.pu. 3.20.18] ity atra |,4
469,"yathā ca, kvāhaṁ tamo-mahad-aham [bhā.pu. 10.14.11] ity ādau | pūrvatrāvidyā-vidyākhya-nimitta-śakti-vṛttikatvāj jīva-viṣayakatvena jīva-māyātvam | uttaratra svīya-tat-tad-guṇa-maya-mahad-ādy-upādāna-śakti-vṛttikatvād guṇa-māyātvam |",3
470,tathā sasarja [bhā.pu. 3.20.18] ity-ādau chāyā-śaktiṁ māyām avalambya sṛṣṭy-ārambhe brahmā svayam avidyām āvirbhāvitavān ity arthaḥ | ,5
472,bandha-mokṣa-karī ādye māyayā me vinirmite || [bhā.pu. 11.11.3] ity uktatvāt | ,2
473,anayor āvirbhāva-bhedaś ca śrūyate | tatra pūrvasyāḥ pādme śrī-kṛṣṇa-satyabhāmā-saṁvādīya-kārttika-māhātmye deva-gaṇa-kṛta-māyā-stutau—,3
477,aham eva tridhā bhinnā tiṣṭhāmi trividhair guṇaiḥ || [pa.pu. 6.104.22-23] ity ādi ||,2
478,uttarasyāḥ pādmottara-khaṇḍe asaṅkhyaṁ prakṛti-sthānaṁ niviḍa-dhvāntam avayayam iti || ,3
482,antar bahiś ca vitataṁ vyomavat tan nato’smy aham || [bhā.pu. 6.16.23],3
486,sthāneṣu tad-draṣṭr-apadeśam eti || [bhā.pu. 6.16.24],3
487,"ṭīkā ca—yad brahma vyomavad vitatam api asavaḥ prāṇāḥ kriyā-śaktya na spṛśanti, mana-ādīni ca jñāna-śaktyā na viduḥ, tad brahma nato’smi | teṣaṁ tad-ajñāne hetum āha—dehendriyādayo’mī yad-aṁśa-viddhā yac-caitanyāṁśenāviṣṭāḥ santaḥ karmasu sva-sva-viṣayeṣu pracaranti jāgrat-svapnayoḥ | anyadā suṣupti-mūrcchādau naiva pracaranti, yathā aprataptaṁ lohaṁ na dahati | ato yathā loham agni-śaktyaiva dāhakaṁ sad agniṁ vinā na dahati, evaṁ brahma-gata-jñāna-kriyā-śaktibhyāṁ pravartamānā dehādayas tan na spṛśanti na viduś ceti bhāvaḥ | ity eṣā |",3
488,"atrādvaita-śārīrake’pi sāṅkhyam ākṣipyoktam, yathā—atha punaḥ sākṣi-nimittam īkṣitṛtvaṁ pradhānasya kalpyeta yathāgni-nimittam ayaḥ-piṇḍāder dagdhṛtvaṁ, tathā sati yan nimittam īkṣitatṛtvaṁ pradhānasya, tad eva sarvajñaṁ mukhyaṁ jagataḥ kāraṇam [śaṅkara-bhāṣya, 1.1.5] iti |",4
489,"śrutiś cātra—tam eva bhāntam anubhāti sarvam [ka.u. 2.2.15], ko hy anyāt kaḥ prāṇyāt yad eṣa ākāśa ānando na syāt [tai.u. 2.7.1], cakṣuṣaś cakṣur uta śrotrasya śrotram [bṛ.ā.u. 4.4.18] ity ādyā |",7
490,"atha prakṛtasyāvaśiṣṭatā ṭīkā—jīvas tarhi draṣṭṛtvāj jānātu ? nety āha—sthāneṣu jāgrad-ādiṣu draṣṭr-apadeśaṁ draṣṭṛ-saṁjñāṁ tad evaiti prāpnoti, nānyo jīvo nāmāsti, nānyo’to’sti draṣṭā [bṛ.ā.u. 3.7.23] ity-ādi śruteḥ | yad vā, draṣṭr-apadeśaṁ draṣṭṛ-saṁjñaṁ jīvam api tad evaiti jānāti, na tu jīvas taj jānātīty arthaḥ ity eṣā | ",7
491,"tad uktam—tritayaṁ tatra yo veda sa ātmā svāśrayāśrayaḥ [bhā.pu. 2.10.9] iti | śrutau ca jīvo nāmāto’nyaḥ svayaṁ siddho nāsti, parantu tad-ātmaka evety arthaḥ | tathāto’nyo draṣṭā nāsti, sarva-draṣṭus tasyāparo draṣṭā nāstīty artha iti vyākhyeyam || ",5
492,|| 6.16 || śrī-nāradaś citraketum ||19||,2
497,na veda sarvajñam anantam īḍe || [bhā.pu. 6.4.25],2
498,"dehaś cāsavaś ca prāṇā akṣāṇīndriyāṇi ca, manavo’ntaḥ-karaṇāni, bhūtāni ca, mātrāś ca tan-mātrāṇi, ātmānaṁ sva-svarūpam, anyaṁ sva-sva-viṣaya-vargaṁ, tayoḥ paraṁ devatā-vargaṁ ca na viduḥ | pumān jīvas tu sarvam ātmānaṁ sva-svarūpaṁ, tad anyaṁ pramātāraṁ, tayoḥ padaṁ dehādy-artha-jātaṁ tad-adhiṣṭhātṛ-devatā-vargaṁ ca veda, tathā dehādi-mūla-bhūtān guṇāṁś ca sattvādīn veda | tat-taj-jño’py asau yaṁ sarvajñaṁ dehādi-jīvāntāśeṣa-jñātāraṁ na veda tam anantaṁ, mahad-guṇatvād yam anantam āhuḥ [bhā.pu. 1.18.19] iti | ",5
499,"ata eva hi yatra hi dvaitam iva bhavati tad itara itaraṁ paśyati [bṛ.ā.u. 2.4.4] ity ārabhya jīvasyetara-dṛṣṭatvam uktvā, yatra svasya sarvam ātmaivābhūt, tat kena kaḥ paśyet? ity-ādinā tasya paramātma-draṣṭṛtvaṁ niṣiddhya paramātmanas tu tat-tat-sarva-draṣṭṛtvaṁ sva-draṣṭṛtvam apy astīti, vijñātāram are kena vijānīyāt [bṛ.ā.u. 2.4.14] ity anenāha | asya jīvasya tad-adhiṣṭhana-bhūtasya ya ātmā paramātmā sa eva yatra svasmin svarūpe tac-chakyādikaṁ sarvam abhūt na tu vastv-antara-praveśenety arthaḥ |",12
500,"ayam arthaḥ—yatra māyā-vaibhave dvaitam iva bhavati, tan-mūlakatvāt tad-ananyad api māyākhyācintya-śakti-hetukatayā jaḍa-malina-naśvaratvena tad-vilakṣaṇatayā sampāditam | tataḥ svatantra-sattākam iva muhur jāyate ity arthaḥ | tat tu tatra itaro jīva itaraṁ padārthaṁ paśyati, tasya karaṇa-dṛśyayor mitho yogyatvād iti bhāvaḥ | yatra tu svarūpa-vaibhave tasya jīvasya raśmi-sthānīyasya maṇḍala-sthānīyo ya ātmā paramātmā, sa eva svarūpa-śaktyā sarvam abhūt, anādita eva bhavann āste, na tu tat-praveśena, tat tatra itaraḥ sa jīvaḥ kenetareṇa karaṇa-bhūtena kaṁ padārthaṁ paśyet, na kenāpi kam api paśyed ity arthaḥ | na hi raśmayaḥ sva-śaktyā sūrya-maṇḍalāntargata-vaibhavaṁ prakāśayeyuḥ, na cārciṣo vahniṁ nirdaheyur iti bhāvaḥ | tad evaṁ sati, yasya khalv evam anantaṁ svarūpa-vaibhavaṁ taṁ vijñātāraṁ sarvajñaṁ paramātmānaṁ kenetareṇa karaṇena vijānīyāt ? na kenāpīty arthaḥ | tad evaṁ jñāna-śaktau tatra siddhāyāṁ kriyecchā-śaktī ca lakṣyete || ",5
501,|| 6.4 || dakṣaḥ śrī-puruṣottamam ||20||,2
504,kālo vaśī-kṛta-visṛjya-visarga-śaktiḥ | [bhā.pu. 7.9.22] iti |,3
505,"sva-dhāmnā cic-chaktyā, yataḥ kālo māyā-prerakaḥ iti ṭīkā ca | ātmā tv atra jīvaḥ, tasya guṇāḥ sattvādayaḥ, sattvaṁ rajas tama iti guṇā jīvasya naiva me [bhā.pu. 11.25.12] ity uktatvāt || ",4
506,|| 7.9 || prahlādaḥ śrī-narasiṁham ||21||,2
511,grāvṇo namas te guṇa-karma-sākṣiṇe || [bhā.pu. 5.18.38] ,3
512,"ṭīkā ca—yasyekṣitur jīvārtham īpsitam | atyantānicchāyām īkṣaṇāyogāt | svārthaṁ tu nepsitam | viśva-sthity-ādi-sva-guṇair māyā karoti | tasyā jaḍatve’pīśvara-sannidhānāt pravṛtti-dṛṣṭāntenāha, yathāyo lohaṁ grāvṇo’yaskāntān nimittād bhramati | tad-āśrayaṁ tad-abhimukhaṁ sat | guṇānāṁ karmaṇāṁ ca jīvādṛṣṭānāṁ sākṣiṇe tasmai namaḥ ity eṣā || ",3
513,|| 5.18 || bhūḥ śrī-varāha-devam ||22||,2
518,kaivalye sthita ātmani || [bhā.pu. 1.7.23],2
522,kevalānubhavānanda-sandoho nirupādhikaḥ || [bhā.pu. 11.9.18],2
523,"ity ekādaśokta-rītyā kaivalyākhye kevalānubhavānande ātmani sva-svarūpe sthitaḥ anubhūta-svarūpa-sukha ity arthaḥ | tad uktaṁ ṣaṣṭhe devair api—svayam upalabdha-nija-sukhānubhavo bhavān [bhā.pu. 6.9.33] iti | sandoha-śabdena caikādaśe vaicitrī darśitā, sā ca śakti-vaicitryād eva bhavatīti | ata evam asty eva svarūpa-śaktiḥ | ",3
528,svacchanda-śaktiṁ kapilaṁ prapadye || [bhā.pu. 3.24.33] ity atra |,2
529,"paraṁ parameśvaram | tatra hetuḥ—svacchandāḥ śaktayo yasya | tā evāha—pradhānaṁ prakṛti-rūpam, puruṣaṁ tad-adhiṣṭhātāram, mahāntaṁ mahat-tattva-svarūpam, kālaṁ teṣāṁ kṣobhakam, trivṛtam ahaṅkāra-bhūtam, lokātmakaṁ tat-pālātmakaṁ ca | tad evaṁ māyayā pradhānādi-rūpatām uktvā cic-chaktyā niṣprapañcatām āha | ātmānubhūtyā cic-chaktyānugataḥ svasmin līnaḥ prapañco yasya tam | kaviṁ sarvajñaṁ pradhānādy-āvirbhāva-sākṣiṇam ity arthaḥ iti | ",4
532,pratyag-dhāmā svayaṁ-jyotir viśvaṁ yena samanvitam || [bhā.pu. 3.26.3] iti,2
535,ātma-māyā tad-icchā syāt guṇa-māyā jaḍātmikā || [mahā-saṁhitā] iti |,2
536,"asyārthaḥ—śrīr atra jagat-pālana-śaktiḥ, bhūs tat-sṛṣṭi-śaktiḥ, durgā tat-pralaya-śaktiḥ | tat-tad-rūpena yā bhedaṁ prāptā, sā jīva-viṣayā tac-chaktir jīva-māyety ucyate | ",2
537,pādme śrī-kṛṣṇa-satyabhāmā-saṁvāde—aham eva tridhā bhinnā tiṣṭhāmi trividhair guṇaiḥ [pa.pu. 6.104.23]  ity etad-vākyānantaraṁ—,6
539,gaurīṁ lakṣmīṁ dharāṁ caiva praṇemur bhakti-tat-parāḥ || [pa.pu. 6.104.26] iti |,4
540,ekādaśe ca—	,3
542,trivarṇā varṇitāsmābhiḥ kiṁ bhūyaḥ śrotum icchasi || [bhā.pu. 11.3.16] iti |,2
546,mahatītara-māyaiśyaṁ nihanty ātmani yuñjataḥ || [bhā.pu. 10.13.45] ,2
551,pravadanti sanātanam || iti caturveda-śikhādyā śrutiś ca | ,4
556,śabda-tattvārtha-vedibhiḥ || iti śabda-mahodadhau |,2
557,triguṇātmikātra jagat-sṛṣṭy-ādi-śaktiḥ | sā ca dvidhety uktam eva | māyā syāc chāmbarī buddhiḥ iti trikāṇḍa-śeṣaḥ | māyā dambhe kṛpāyāṁ ca iti viśva-prakāśe | ,8
