paragraph_index,original_iast,run_count
1484,indriyebhyaḥ parā hy arthā arthebhyaś ca paraṁ manaḥ |,2
1485,manasas tu parā buddhir buddher ātmā mahān paraḥ ||,2
1486,mahataḥ param avyaktam avyaktāt puruṣaḥ paraḥ |,2
1487,puruṣān na paraṁ kiṁcit sā kāṣṭhā sā parā gatiḥ || [ka.u. 1.3.10-11] iti |,4
1491,"ānumānikam apy ekeṣām iti cen, na, ",2
1492,śarīra-rūpa-kavi-nyasta-gṛhīter darśayati ca ||,2
1496,ātmānaṁ rathinaṁ viddhi śarīraṁ ratham eva tu | ,2
1497,buddhiṁ tu sārathiṁ viddhi manaḥ pragraham eva ca || ,2
1498,indriyāṇi hayāny āhur viṣayāṁs teṣu gocarān |,2
1499,ātmendriya-mano-yuktaṁ bhoktety āhur manīṣiṇaḥ || [ka.u. 1.3.3-4] ity antena granthena | ,2
1501,śrī-viṣṇu-pada-prepsum upāsakaṁ rathitvena tac-charīrādikaṁ rathāditvena rūpayitvā yasyaite rathādayo vaśe bhavanti so’dhvanaḥ pāraṁ tat-padam āpnoty uktvātha rathādi-rūpitānāṁ teṣāṁ śarīrādīnāṁ vaśīkāryatāyāṁ gauṇya-prādhānyam ucyate indriyebhyaḥ parā hy arthā [ka.u. 1.3.10] ity ādinā | tatra yānīndriyāṇi ratha-rūpake aśvādi-bhāvena prakṛtāni tāny eveha vākye’pi gṛhyante prāyaḥ-śabda-taulyāt | yat tu śarīram avaśiṣṭaṁ tat khalu avyakta-śabdena pariśeṣāt prakaraṇāc ceti | na ca smārta-tattva-pratyabhijñātrāsti tan-mata-virodhāt ||1||,3
1509,sūkṣmaṁ tu tad-arhatvāt ||,2
1511,śaṅkā-nirāsāya tu-śabdaḥ | kāraṇātmanā sūkṣma-śarīram iha vivakṣyate | kutaḥ ? tad-arhatvāt | tasya sūkṣma-śarīrasya avyakta-śabda-yogyatvāt | tad veda tarhy avyākṛtam āsīd iti śrutir apīdaṁ sthūlāvasthaṁ jagat prāg-bīja-śakty-avasthaṁ tad yogyaṁ darśayati ||2||,3
1517,tad-adhīnatvād arthavat ||,2
1519,"parama-kāraṇa-brahmādhīnatvād arthavat pradhānaṁ sva-kāryotpādana-phalavad ity arthaḥ | tad-īkṣaṇenaiva pradhānaṁ vartate, na tu svataḥ jāḍyāt | śrutiś ca śvetāśvatarāṇāṁ—māyāṁ tu prakṛtiṁ vidyān māyinaṁ tu maheśvaram [śve.u. 4.10], asmān māyī sṛjate viśvam etat [śve.u. 4.9], ya eko'varṇo bahudhā śakti-yogāt varṇān anekān nihitārtho dadhāti [śve.u. 4.1] ity ādyā | smṛtiś ca—",7
1524,vidhitsamāno’nusasāra śāstra-kṛt || [bhā.pu. 1.10.22] ,3
1527,kṣobhayāmāsa samprāpte sarga-kāle vyayāvyayau || [vi.pu. 1.2.29] ,3
1530,hetunānena kaunteya jagad viparivartate || [gītā 9.10] ity ādyā |,5
1540,jñeyatvāvacanāc ca ||,2
1548,vadantīti cen na prājño hi prakaraṇāt ||,2
1550,"nanu jñeyatvāvacanam aprasiddham | yato'śabdam aparśam arūpam avyayam | tathā rasaṁ nityam agandhavac ca yat | anādy anantaṁ mahataḥ paraṁ dhruvaṁ nicāyya taṁ mṛtyu-mukhāt pramucyate iti para-vākyaṁ nicāyyeti tasya jñeyatvaṁ vadatīti cen, na | kutaḥ ? hi yasmāt tatra prājñaḥ paramātmaivocyate | ",3
1552,puruṣān na kiñcit sā kāṣṭhā sā parā gatiḥ | ,2
1553,eṣa sarveṣu bhūteṣu gūḍhātmā na prakāśate || iti tasyaiva prakṛtatvāt ||5||,2
1561,trayāṇām eva caivam upanyāsaḥ praśnaś ca ||,2
1569,mahadvac ca ||,2
1571,buddher ātmā mahān paraḥ ity atra yathā buddhi-paratvokter ātma-śabdaikārthāc ca mahac-chabdena smārtaṁ mahat-tattvaṁ na gṛhyate | evam ātma-paratvokter avyakta-śabdena pradhānaṁ nety arthaḥ ||7||,2
1583,ajām ekāṁ lohita-śukla-kṛṣṇāṁ,2
1584,bahvīḥ prajāḥ sṛjamānāṁ sa-rūpāḥ |,2
1585,ajo hy eko juṣamāṇo’nuśete,2
1586,jahāty enāṁ bhukta-bhogām ajo’nyaḥ || [śve.u. 4.5] iti |,2
1590,camasavad aviśeṣāt ||,2
1600,jyoti-rūpa-kramātu tathā hy adhīyata eke ||,2
1602,"tu-śabdo niścaye | jyotir brahma | tad devā jyotiṣāṁ jyotiḥ [bṛ.ā.u. 4.4.16] ity ādi śruti-prasiddheḥ | tad evopakramaḥ kāraṇaṁ yasyāḥ sā brahma-kāraṇaiveyam ajā grāhyā camasavad anyato’syā viśeṣa-bodhād iti | tatra yathā, idaṁ tac-chira eṣa hy arvāgbilaś camasa ūrdhvabudhnaḥ [bṛ.ā.u. 2.2.3] iti vākya-śeṣāt śiro-rūpaś camasa-viśeṣo niścitas tathāsyām api prathame’dhyāye ajā-mantrānvite, caturthe ca śakteḥ prakramāt brahma-śakti-rūpo viśeṣa iti | atra pūrvatra, te dhyāna-yogānugatā apaśyan devātma-śaktiṁ sva-guṇair nigūḍhām [śve.u. 1.3] iti | paratra tu ya eko’varṇo bahudhā śakti-yogād iti | athaitasyā grahaṇe pramāṇāntaraṁ ca darśayati tathā hīti | hir hetau | yasmād eke śākhinas tathādhīyate, tasmād etad brahma nāma rūpam annaṁ ca jāyāte [mu.u. 1.1.9] iti prakṛtim īśvarotpannāṁ paṭhanti | brahma-śabda-vācyam atra pradhānaṁ triguṇāvasthaṁ grāhyaṁ, mama yonir mahad brahma [gītā 14.3] iti smṛteḥ ||9||",11
1610,kalpanopadeśāc ca madhv-ādivad avirodhaḥ ||,2
1612,"ca-śabdena śaṅkā nirasyate | tad dvayam asyāḥ sambhavati | kutaḥ ? kalpaneti | kalpanaṁ sṛṣṭiḥ | yathā-pūrvaṁ akalpayat iti prayogāt | tamaḥ śaktikād brahmaṇaḥ pradhānotpati-kathanād ity arthaḥ | idam atra tattvam | tamo’bhidhānātisūkṣmā nityā ca parasya śaktir asti | tama āsīt tamasā gūḍham agre praketaṁ yadā tamas tan na dviā na rātriḥ [ṛ.ve. 1.29.3] iti, gaur anādy-antavatī [cullikopaniṣad] ity ādi śruteḥ | sā kila pralaye tena sahaikyaṁ gatā, na tu tatra vilīnā tiṣṭhati | pṛthivy apsu pralīyate ity ādi śrutyā pṛthivy-ādīnāṁ akṣarāntānāṁ tamasi laya-kathanāt tamasas tu parasminn aikya-kathanāt | tad-aikyaṁ nāmātisaukṣmyād vibhāgānarhatvam eva nānyat | itarathā tama ekībhavatīti cvi-pratyayāsāmañjasyāt | atha sisṛkṣoḥ parasmād devāt tamaḥ-śaktikāt triguṇāvastham avyaktam utpadyate | mahān avyakte līyate, avyaktam akṣare, akṣaraṁ tamasi iti śruteḥ | tasmād avyaktam utpannaṁ triguṇaṁ dvija-sattama ity ādi smṛteś ca | tatas tu mahad-ādeḥ sargaḥ | tena pradhāna-kalpanopadeśena kāraṇa-rūpā kārya-rūpā ceti vyavasthā prakṛti-siddhā | pradhāna-puṁsor ajayoḥ kāraṇa-kārya-bhūtayor iti smṛteś [vi.pu. 1.9.37] ca | sṛṣṭi-kāle tūdbhūta-sattvādi-guṇā vibhakta-nāma-rūpā pradhānāvyaktādi-śabditā lohitādy-ākārā jyotir utpanneti | dṛṣṭāntam āha—madhv-ādivad iti | yathādityaḥ kāraṇāvasthāyāṁ ekībhūtaḥ kāryāvasthāyāṁ vasv-ādi-bhogya-madhutvenodayāsta-mayatvena ca kalpyamāno’pi na virudhyate tadvat ||10||",17
1623,yasmin pañca pañca-janā ākāśaś ca pratiṣṭhitaḥ |,2
1624,tam eva manya ātmānañ vidvān brahmāmṛto’mṛtam || [bṛ.ā.u. 4.4.17] iti śrūyate |,2
1628,na saṅkhyopasaṅgrahād api nānā-bhāvād atirekāc ca ||,2
1638,prāṇādayo vākya-śeṣāt ||,2
1640,prāṇasya prāṇam uta cakṣuṣaś cakṣur uta śrotrasya śrotram annasyānnaṁ manaso ye mano viduḥ [bṛ.ā.u. 4.4.18] ity asmāt prāṇādayaḥ pañca te bodhyāḥ ||12||,2
1648,jyotiṣaikeṣām asaty anne ||,2
1650,ekeṣāṁ kāṇvānāṁ pāṭhe anne asaty api jyotiṣā pañca-saṅkhyā sampadyate | yasmin pañca ity ataḥ pūrvaṁ—tad devā jyotiṣāṁ jyotir [bṛ.ā.u. 4.4.16] iti jyotiṣaḥ paṭhitavāt | ihobhayeṣāṁ jyotir mantre tulye'pi sati jyotir grahaṇāgrahaṇam apekṣya sattvāsattva-nibandhanaṁ bodhyam ||13||,5
1660,"punar api sāṅkhyaḥ śaṅkate | vedāneṣu brahmaaika-kāraṇaṁ viśvam iti na śakyate vaktuṁ teṣv eka-kāraṇikāyāḥ sṛṣṭer adarśanāt | ekatra tasmād vā etasmād ātmanaḥ ākāśaḥ sambhūtaḥ [tai.u. 2.1.3] ity ādinā sṛṣṭir ātma-hetukā pradarśyate | asad vā idam agra āsīt tato vai sad ajāyata, tad ātmānaṁ svayam akuruta [chā.u. 6.2.1] ity asad-dhetukā ca | anyatra kvacid ākāśa-hetukā sṛṣṭiḥ paṭhyate, asya lokasya kā gatir ity ākāśa iti hovāca [chā.u. 1.9.1] ity ādinā |  kvacit prāṇa-hetukā, sarvāṇi ha vā imāni bhūtāni prāṇam evābhisaṁviśanti [chā.u. 1.11.5] ity ādinā |  kvacid asad-dhetukā—asad evedam agra āsīt | tat sadāsīt tat samabhavat [chā.u. 3.19.1] ity ādinā | kvacit tu sad-dhetukā—sad eva saumyedam agra āsīt iti | kvacit—tad dhedaṁ tarhy avyākṛtam āsīt tan nāma-rūpābhyām eva vyākriyata [bṛ.ā.u. 1.4.7] ity avyākṛta-hetukā ca procyate | evam anyatrāpi sānekadhā | tad evaṁ teṣv ekasya hetor anirūpaṇāt brahmaika-hetukaṁ viśvam iti na śakyate niścetuṁ, kintu pradhāna-hetukaṁ tan niścetuṁ śakyate, tad vedaṁ tarhīty ādi śravaṇāt | kārya-kāraṇayoḥ sārūpyaṁ khalv asmin pakṣe nirbādhaṁ vīkṣyate | ihātmākāśa-brahma-śabdā vibhutvāt asat-sac-chabdau tasya vikārāśrayatvāt nityatvāc ca prāṇa-śabdaś ca svotpanna-tattva-rūpakatvād īkṣādayo’pi kāryābhimukhyatvābhiprāyeṇa tatraiva yojyās tasmāt sāṅkhyoktaṁ pradhānam eva viśvaika-hetur vedāntair ucyate | ity evaṁ prāpte—",15
1662,kāraṇatvena cākāśādiṣu yathā-vyapadiṣṭokteḥ,2
1664,ca-śabdaḥ śaṅkā-cchedāya | brahmaiva viśvaika-hetur iti śakyate niścetum | kutaḥ ? ākāśādiṣu kāraṇatvena yathā-vyapadiṣṭokteḥ | lakṣaṇa-sūtrādiṣu sārvajñya-satya-saṅkalpādi-guṇakatvena nirṇītaṁ brahma yathā-vyapadiṣṭam ucyate | tasyaikasyaiva khādi-hetutvena sarveṣu vedānteṣv abhidhānāt | yathā satyaṁ jñānam anantam ity ādinā sārvajñyādi-guṇakatayā nirdiṣṭaṁ brahma tasmād vā etasmād ity ādinā kāraṇatvena vimṛśyate yathā ca sad eva saumyedam ity ādau tad aikṣata bahu syām iti tad-guṇakatvena nirdiṣṭaṁ brahma tat-tejo’sṛjateti tattvena parāmṛśyate evam anyatrāpi draṣṭavyam | kārya-kāraṇayoḥ sārūpyaṁ tu brahma-pakṣe vakṣyāmaḥ | ātmākāśa-prāṇa-sad-brahma-śabdā vyāpti-sandīpti-prāṇana-sattva-bṛhad-guṇakatva-yogān mukhyās tathekṣādayaś ca ||14||,7
1672,samākarṣāt ||,2
1674,"so’kāmayata iti pūrva-sandarbha-prakṛtasya paramātmanaḥ, asad vā ity atra ādityo brahma iti pūrva-nirdiṣṭasya brahmaṇaḥ, asad evedam ity atra ca samākarṣāt tat tac ca vākyaṁ brahma-param eva | prāk sṛṣṭer nāma-rūpāvibhāgāt tat-saṁbandhitayāsthitvābhāvād asac-chabdena tatra brahmaivoktam | anyathā sad eva saumya ity ādy anantara-sambhāvitāsat-kāraṇatā-pratyukteḥ, āsīd iti kāla-sambandhasya ca virodhaḥ | asann eva sa bhavati ity ādināsad-vādino vigītatvāc ca sūkṣma-śaktikaṁ brahmaiva tad-arthaḥ | tad dhedaṁ tarhi ity atrāpy avyākṛta-śabdena tad-antarāla-bhūtaṁ brahmaiva bodhyate | sa eṣa iha praviṣṭa ity ādi para-vākyatas tasyākarṣaṇāt tac-chaktikaṁ brahmaiva sva-saṅkalpa-vaśāt svayam eva nāma-rūpābhyāṁ vyākriyata iti tatrārthaḥ | itarathā vedānta-pratiṣṭhitatvaṁ gati-sāmānyaṁ ca śrutaṁ vyākupyeta | tasmād ekaṁ brahmaiva viśva-hetur iti niśceyam ||15||",18
1683,punar api sāṅkhyaṁ nirasyati | kauṣītakī-brāhmaṇe bālākinā vipreṇa brahma te bravāṇīti pratijñāya brahmatayādityādiṣu ṣoḍaśasu puruṣeṣūkteṣu ajātaśatrur nāma rājā tan nirākṛtya svayam āha—yo vai bālāka eteṣāṁ puruṣāṇāṁ kartā yasya caitat karma sa veditavya [18] iti | ,3
1685,"tatra sandehaḥ—kim atra prakṛty-adhyakṣas tantrokto bhoktā vedyatayopadiśyate uta sarveśvaraḥ śrī-viṣṇur iti | yasya catat karmeti karma-sambandha-vīkṣayā bhoktṛtvāvagamāt uttaratraca tau ha suptaṁ puruṣam ājagmatuḥ [19] ity ādinā | tad yathā śreṣṭhaiḥ svair bhuṅkte [20] ity ādinā ca bhoktur eva pratipādanāt, so’yaṁ tantrokto bhavet prāṇa-śabdaś cātra prāṇa-bhṛttvād upapadyate | tad ayam arthaḥ—ya eṣāṁ puruṣāṇāṁ bhogopakaraṇa-bhūtānāṁ kartā kāraṇa-bhūtas tathā tad-dhetu-bhūtaṁ puṇya-pāpa-lakṣaṇaṁ karma ca yasya, sa veditavyaḥ prakṛti-viviktatayā jñeya iti | tasmāt tantrokto jīva evāsmin prakaraṇe vedyaḥ pratipadyate | tataś ca vaktavyatayopakrāntaṁ brahma sa eva tad-anyeśvarāsiddheḥ | īkṣādayo’pi kāraṇaṁ gatās tasminn evopapannāḥ tad-adhiṣṭhātā prakṛtir eva viśva-janayitrīty evaṁ prāptau—",5
1687,jagad-vācitvāt ||,2
1699,jīva-mukhya-prāṇa-liṅgān neti cet tad vyākhyātam ||,2
1701,"indra-pratardanākhyāyikāyāṁ tal-liṅgaṁ nirṇītam | tatra kilopakramopasaṁhāra-paryālocanena vākyasya brahma-paratve niścite jīvādi-liṅgam api tat-paratvena nītam | ihāpi brahma te bruvānīty upakramāt | sarvān pāpmano’pahatya sarveṣāṁ bhūtānāṁ śraiṣṭhyam ādhipatyaṁ, paryeti ya evaṁ veda ity upasaṁhārāc ca tat-paratvena tan eyam iti | na cedaṁ vākyaṁ pratardanākhyāna-nirṇayād gatārthaṁ, yasya caitat karma ity asyāpūrvatvāt ||17||",5
1709,anyārthas tu jaiminiḥ praśna-vyākhyānābhyām api caivam eke ||,2
1711,"tu-śabdaḥ śaṅkā-cchedāya | iha jīva-saṅkīrtanam anyārthaṁ jīvānya-brahma-bodhārtham iti jaiminir manyate | kutaḥ ? praśneti | praśnas tāvat prabuddha-prāṇasya suptasya pratibodhane prāṇādi-bhinne jīve bodhite punaḥ, kvaiṣa etad bālāke puruṣo’śayiṣṭa kva vā etad abhūt kuta etad āgāt [kau.u. 4.18] iti jīvānya-brahma-viṣayo dṛśyate | vyākhyānam api | yadā suptaḥ svapnaṁ na kañcana paśyaati tathāsmin prāṇa evaikadhā bhavati [kau.u. 4.19] ity ādi | etasmād ātmanaḥ prāṇā yathāyatanaṁ vipratiṣṭhante prāṇebhyo devā devebhyo lokāḥ [kau.u. 4.19] iti ca jīvānyad eva brahma gamayati | prāṇo’tra paramātmā, tasyaiva suṣupty-ādhāratva-prasiddheḥ | tatraiva jīvādīnāṁ layo niṣkramaś ca tasmāt | nāḍīnāṁ tu supti-sthāna-gamanāya dvāra-mātratā vakṣyate | jāgarāc chrānto jīvo yatra svapiti punar api bhogāya yasmān niḥsarati so’yaṁ paramātmātra vedya iti | api caivam eke vājasaneyino’sminn eva bālāky-ajātaśatru-saṁvāde vijñāna-maya-śabdena jīvam abhidhāya tato bhinnaṁ brahmāmananti | ya eṣa vijñāna-mayaḥ puruṣaḥ kvaiṣa tadābhūt kuta etad āgāt iti praśne | ya eṣo’ntar-hṛdaya ākāśas tasmin śete iti vyākhyāne ca | tasmāt sarveśvara evātra vedyatayopadiśyata iti ||18|| ",13
1723,"na vā are patyuḥ kāmāya patiḥ priyo bhavaty ātmanas tu kāmāya patiḥ priyo bhavati ity ārabhya, na vā are sarvasya kāmāya sarvaṁ priyaṁ bhavaty ātmanas tu kāmāya sarvaṁ priyaṁ bhavaty ātmā vā are draṣṭavyaḥ śrotavyo mantavyo nididhyāsitavyo maitreyy ātmano vā are darśanena śravaṇena matyā vijñānenedaṁ sarvaṁ viditam [bṛ.ā.u. 2.45., 4.5.6] iti |",2
1725,"tatra saṁśayaḥ—kim asmin vākye draṣṭavyatvena tantrokto jīvātmopadiśyate, kiṁ vā paramātmeti ? tatropakrame pati-jāyādi-prīti-saṁsūcanena madhye etebhyo bhūtebhyaḥ samutthāya tāny evānuvinaśyati na pretya saṁjñā’sti [bṛ.ā.u. 2.4.12] ity utpatti-vināśa-yogena saṁsāri-svabhāva-pratīter upasaṁhāre, vijñātāram are kena vijānīyād [bṛ.ā.u. 2.4.14] iti vijñātṛtvokteś ca tantroktaḥ syāt | ātma-vijñānena sarvaṁ vijñātaṁ tu bhogya-jātasya bhoktr-arthatvād aupacārikaṁ bhavet | na tu amṛtatvasya tu nāśāsti vitteneti [bṛ.ā.u. 4.5.3] ity ādinā amṛtatva-lābhopāyopadeśāt katham asya vākyasya jīva-paratvam iti, tasyaiva prakṛti-vimuktasya jñānena tattva-sambhavāt | evam anyāny api brahma-liṅgāni kathañcid atraiva neyāni | tasmād atra jīvātmopadiśyate | tad-adhiṣṭhitā prakṛtir viśva-kāraṇam iti prāpte—",7
1727,vākyānvayāt ||,2
1738,pratijñā-siddher liṅgam āśmarathaḥ ||,2
1740,ātmano vijñānena sarvaṁ viditam iti yā pratijñā saivāsyātmanaḥ parātmatva-siddher liṅgam ity āśmaratho manyate | na hy ātma-vijñānena sarva-vijñānam upadiṣṭam | anyatra parama-kāraṇa-vijñānāt tat sambhavet | na caitad aupacārikaṁ śakyaṁ vaktum | ātma-vijñānena sarva-vijñānaṁ pratijñāya brahma taṁ parād ity ādinā tasyaivātmano brahma-kṣatrādi-viśvāśrayatāyāḥ sarva-rūpatāyāś coktatvāt | na hi sā sā ca parasmād anyatra sambhavet | na ca tasya vā etasya mahato bhūtasya niḥśvasitam ity ādi darśita-kṛtsna-jagat-kāraṇatā tad anyasmin karma-vaśye puṁsi śakyā vyākhyātum | na cānādṛtya vittādikaṁ mokṣopāyaṁ pṛcchatīṁ maitreyīṁ sva-patnīṁ prati brahmānyaṁ jīvaṁ bruvann āptaḥ | taj-jñānena mokṣābhāvāt | tam eva viditveti brahma-jñānenaiva mokṣa-śravaṇāt | tasmād ayaṁ paramātmaiveti ||20||,3
1754,utkramiṣyata evam-bhāvād ity auḍulomiḥ ||,2
1756,"utkramiṣyataḥ sādhana-sampannasyāsanna-paramātma-prāpter viduṣa evaṁ bhāvāt sarva-priyatvād upakrama-gatenātma-śabdena paramātmaiva bodhya ity auḍulomir manyate | tad ayam atra vākyārthaḥ—patyuḥ kāmāya mat-prayojanāyāham asyāḥ priyaḥ syām ity evaṁ-rūpāya patiḥ priyo na bhavati, kintu ātmanaḥ paramnaḥ kāmāya svārādhaka-priya-pratilambhana-rūpāyaivety arthaḥ | kāma icchā | taṁ saphalaṁ kartum ity arthaḥ | kriyārthopapadasya ca karmaṇi sthāninaḥ [pā. 2.3.14] iti sūtrāc caturthī | bhaktyārādhitaḥ khalu bhagavān bhaktānāṁ sarva-vastu-gataṁ priyatvaṁ sampādayati | ",3
1758,akiñcanasya dāntasya śāntasya sama-cetasaḥ |,2
1759,mayā santuṣṭa-manasaḥ sarvāḥ sukha-mayā diśaḥ || [bhā.pu. 11.14.13] iti smṛteḥ |,2
1763,prāṇa-buddhi-manaḥ svātma-dārāpatya-dhanādayaḥ |,2
1764,yat samparkāt priyā āsaṁs tataḥ ko’nyaḥ paraḥ priyaḥ || [bhā.pu. 11.23.27] iti smaraṇāt |,2
1768,"kiṁ ca, nāyam ātma-śabdo jīvārthaka iti śakyaṁ grahītum, tasya vibhau pareśe mukhya-vyutpannatvāt | itarathā ātmā vā are ity anenānanvayāpattiḥ | satyāṁ ca tasyāṁ vākya-bhedaḥ | svīkṛte ca tasmin pūrva-vākyasya na kiñcit phalaṁ paśyāmaḥ | draṣṭavyataupayikatayā tasyopadeśāt | na cobhayatrāpi jīvārthako’stu, brahmaikānta-dharma-śruti-vyākopāt | yadyapy ayaṁ nirguṇātma-vādī citi tan-mātreṇa tad-ātmakatvād ity auḍulomiḥ [ve.sū. 4.4.6] iti ca vakṣyamāṇāt | tathāpy avidyā-vinivṛttaye tādṛg ātmābhivyaktaye ca śrī-hariṁ bhajatyā, ṛtvijam ity auḍulomis tasmai hi parikriyate [ve.sū. 3.4.45] iti vakṣyamāṇāt bhaktir eva sarvābhīṣṭa-sādhiketi prasiddham ||21||",5
1776,sa yathā saindhava-khilya udake prāsta udakam evānuvilīyeta na hāsyodgrahaṇāyaiva syād yato yatas tvā dadīta lavaṇam evaivaṁ vā ara idaṁ mahad bhūtam anantam apāraṁ vijñāna-ghana evaitebhyo bhūtebhyaḥ samutthāya tāny evānuvinaśyati [bṛ.ā.u. 2.4.12] ,2
1780,avasthiter iti kāśa-kṛtsnaḥ ||,2
1784,"ayam atra niṣkarṣaḥ—yenāhaṁ nāmṛtā syāṁ kim ahaṁ tena kuryāṁ [bṛ.ā.u. 4.5.4] iti mokṣopāyaṁ pṛṣṭo muni ātmā vā are draṣṭavyaḥ [bṛ.ā.u. 4.5.6] ity ādinā paramātmopāsanaṁ tad-upāyam uktvā, ātmani khalv are dṛṣṭe [bṛ.ā.u. 4.5.6] ity ādinā upāsya-lakṣaṇaṁ, sa yathā dundubheḥ [bṛ.ā.u. 4.5.8] ity ādinā upāsanopakaraṇaṁ karaṇa-niyamanaṁ ca sāmānyād upadiśya, sa yathā’’rdraidhāgneḥ [bṛ.ā.u. 4.5.11] ity ādinā, sa yathā sarvāsām apā [bṛ.ā.u. 4.5.12] ity ādinā ca sa-vistaraṁ tad ubhayaṁ punar uktvā atra mokṣopāya-pravṛtti-protsāhanāya, sa yathā saindhava [bṛ.ā.u. 2.4.12] ity ādinā sadaivopāsya-sānnidhyam upapādya, etebhya eva bhūtebhyaḥ samutthāya [bṛ.ā.u. 2.4.13] ity anupāsakasya dehotpatti-vināśānukāritayā saṁsārato dehātma-bhrāntiṁ pradarśya, na pretya-saṁjñāsti [bṛ.ā.u. 2.4.13] ity upāsakasya tu paramaṁ deha-viyogaṁ prāpya vimuktasya tadānīṁ svābhāvika-sva-jñānodayād bhūta-saṁghātenaivkīkṛtya ātmani deva-manuṣyādi-dhīr nāstīty abhidhāya, yatra hi dvaitam iva bhavati [bṛ.ā.u. 2.4.14, 4.5.15] ity ādinā muktasyāpi tasya paramātmānaṁ āśrayam upadiśya, yenedaṁ sarvaṁ vijānāti taṁ kena vijānīyāt [bṛ.ā.u. 2.4.14, 4.5.15] iti tasya durjñeyatām āpādya, vijñātāram are kena vijānīyād iti prakramoktāt tat-prasāda-rūpād upāsanād vinā taṁ sarvajñam īśvaraṁ kenopāyena jānīyāt, na kenāpīty etad evopāsanam amṛtatvopāyaḥ paramātmāptir evāmṛtatvam ity upasaṁhṛtavān | ataḥ paramātmaivāsmin vākya-sandarbhe nirūpyate, na tu tantroktaḥ pumān, na ca tad-adhiṣṭhitā prakṛtir iti ||22||",29
1792,"evaṁ nirīśvaraṁ pradhāna-vādaṁ nirasya seśvaraṁ tam idānīṁ nirasyan viśva-kāraṇatā-vādi-vākyāni parasmin brahmaṇi pravartayati | tasmād vā etasmād ātmana ākāśaḥ sambhūtaḥ, yato vā imāni bhūtāni jāyante [tai.u. 3.1], sad eva saumyedam agra āsīd ekam evādvitīyam [chā.u. 6.2.1], tad aikṣata bahu syāṁ prajāyeya, sa aikṣata lokān nu sṛjā ity ādīni vacāṁsi śrūyante | kim eṣu nimittam eva brahma mantavyaṁ kiṁ vā nimittopādāna-rūpaṁ tad iti vīkṣāyāṁ pūrva-pakṣo dṛśyate | tathā hi yadyapy upaniṣadas tasmād vā etasmād ity ādibhir vākyair jagat-kāraṇatayā paraṁ brahmāhus tathāpi tāsu nimitta-mātratā tasya mantavyā | tad aikṣata, sa aikṣata ity ādiṣu vīkṣaṇa-pūrvaka-sṛṣṭi-varṇanāt tat-pūrvaka-sraṣṭāraḥ khalu kulālādayo ghaṭādi-nimittāny eva dṛśyante jagad-upādānaṁ tu prakṛtir eva syāt upādānopādeyayos tayoḥ sādharmya-darśanāt | na ca nimittam evopādānam iti śakyaṁ vaktum | loke jaḍasya mṛd-āder ghaṭādy-upādānatvaṁ cetanasya tu kulālāder ghaṭādi-nimittatvam iti tayor bheda-niyamāt | tathāneka-kāraka-siddhaṁ ca kāryaṁ vīkṣyate | tad eva loka-siddhaṁ bhāvam upekṣya tasyaikasyaiva tad ubhayatvaṁ vaktuṁ na tāḥ kṣamante | ano nirvikāreṇa brahmaṇā adhiṣṭhitā vikāriṇī prakṛtir eva vikṛtasya viśvasya jagata upādānaṁ brahma tu nimittam eva kevalam | na caitad yauktikam | ",7
1803,caturviṁśati-saṅkhyākam avyaktaṁ vyaktam ucyate || iti cullikopaniṣadi śravaṇāt|,5
1808,manaso nopakartṛtvāt tathāsau parameśvaraḥ || [vi.pu. 1.2.30],3
1810,tathaivāpariṇāmena viśvasya bhagavān hariḥ || [vi.pu. 2.7.37],3
1812,pradhāna-kāraṇī-bhūtā yato vai sṛjya-śaktayaḥ || [vi.pu. 1.4.51] ity ādyāḥ |,3
1816,prakṛtiś ca pratijñā-dṛṣṭāntānurodhāt ||,2
1818,"brahmaiva jagataḥ prakṛtir upādānam | kutaḥ ? pratijñety ādeḥ | śrautayoḥ pratijñā-dṛṣṭāntayor ānuguṇyād ity arthaḥ | śvetaketo yan nu saumyedaṁ mahāmanā anūcāna-mānī stabdho’syuta tam ādeśam aprākṣīr yenāśrutaṁ śrutaṁ bhavaty amataṁ matam avijñātaṁ vijñātam [chā.u. 6.1.3] iti vijñānena sarva-vijñāna-viṣayā pratijñā śrūyate chāndogye | sā kilādeśasya upādānatve sati sambhavet kāryasya tad-avyatirekāt | nimittāt tasyāvyatirekas tu na kulāla-ghaṭayor vyatirekāt | dṛṣṭānte’pi, yathā somyaikena mṛt-piṇḍena sarvaṁ mṛn-mayaṁ vijñātaṁ syāt [chā.u. 6.1.4] ity āder upādāna-vijñānāt kārya-vijñāna-viṣayas tatraiva śrutaḥ | sa ca nimitta-mātratābhyupagame na sambhavet | na hi kulāle vijñāte ghaṭo vijñāyate | tad-anurodhāt viśvasyopādānaṁ ca śabdān nimittaṁ ca brahmaiveti ||23||",5
1824,abhidhyopadeśāc ca ||,2
